digits,accuracy,Precision,Recall,F-Score,Support
 , ,0.944954128440367,0.9279279279279279,0.9363636363636363,111.0
 , ,0.9504132231404959,0.9745762711864406,0.9623430962343097,118.0
digits,accuracy,Precision,Recall,F-Score,Support
sigma: 0.9,0.97809604043807918,0.97820460421101707,0.97793141891051028,0.97794800663536297,118.7
Dados por classe
 , ,1.0,0.9907407407407407,0.9953488372093023,108.0
 , ,0.9915254237288136,0.9590163934426229,0.9749999999999999,122.0
 , ,0.9906542056074766,1.0,0.9953051643192489,106.0
 , ,0.9444444444444444,0.9834710743801653,0.9635627530364373,121.0
 , ,0.9830508474576272,0.9914529914529915,0.9872340425531915,117.0
 , ,0.9844961240310077,0.9844961240310077,0.9844961240310077,129.0
 , ,1.0,1.0,1.0,132.0
 , ,0.9833333333333333,0.9752066115702479,0.979253112033195,121.0
 , ,0.9541284403669725,0.9203539823008849,0.9369369369369369,113.0
 , ,0.9504132231404959,0.9745762711864406,0.9623430962343097,118.0
digits,accuracy,Precision,Recall,F-Score,Support
sigma: 1.0,0.97893850042122998,0.97903793754435031,0.9788776672859687,0.97883491914912979,118.7
Dados por classe
 , ,1.0,1.0,1.0,107.0
 , ,0.9915254237288136,0.9590163934426229,0.9749999999999999,122.0
 , ,0.9906542056074766,1.0,0.9953051643192489,106.0
 , ,0.9444444444444444,0.9834710743801653,0.9635627530364373,121.0
 , ,0.9830508474576272,0.9914529914529915,0.9872340425531915,117.0
 , ,0.9844961240310077,0.9844961240310077,0.9844961240310077,129.0
 , ,1.0,1.0,1.0,132.0
 , ,0.9916666666666667,0.9754098360655737,0.9834710743801653,122.0
 , ,0.9541284403669725,0.9203539823008849,0.9369369369369369,113.0
 , ,0.9504132231404959,0.9745762711864406,0.9623430962343097,118.0
